CROP TYPE,SOIL TYPE,REGION,TEMPERATURE,WEATHER CONDITION,WATER REQUIREMENT
SUGARCANE,DRY,Western Plateau & Hills Region,40-50,SUNNY,14.0
SUGARCANE,DRY,Western Plateau & Hills Region,40-50,WINDY,13.5
SUGARCANE,DRY,Western Plateau & Hills Region,40-50,RAINY,4.5
SUGARCANE,HUMID,Western Plateau & Hills Region,10-20,NORMAL,7.15
SUGARCANE,HUMID,Western Plateau & Hills Region,10-20,SUNNY,8.65
SUGARCANE,HUMID,Western Plateau & Hills Region,10-20,WINDY,8.15
SUGARCANE,HUMID,Western Plateau & Hills Region,10-20,RAINY,0.8
SUGARCANE,HUMID,Western Plateau & Hills Region,20-30,NORMAL,8.1
SUGARCANE,HUMID,Western Plateau & Hills Region,20-30,SUNNY,9.6
SUGARCANE,HUMID,Western Plateau & Hills Region,20-30,WINDY,9.1
SUGARCANE,HUMID,Western Plateau & Hills Region,20-30,RAINY,0.1
SUGARCANE,HUMID,Western Plateau & Hills Region,30-40,NORMAL,9.2
SUGARCANE,HUMID,Western Plateau & Hills Region,30-40,SUNNY,10.7
SUGARCANE,HUMID,Western Plateau & Hills Region,30-40,WINDY,10.2
SUGARCANE,HUMID,Western Plateau & Hills Region,30-40,RAINY,1.2
SUGARCANE,HUMID,Western Plateau & Hills Region,40-50,NORMAL,10.1
SUGARCANE,HUMID,Western Plateau & Hills Region,40-50,SUNNY,11.6
SUGARCANE,HUMID,Western Plateau & Hills Region,40-50,WINDY,11.1
SUGARCANE,HUMID,Western Plateau & Hills Region,40-50,RAINY,2.1
SUGARCANE,WET,Western Plateau & Hills Region,10-20,NORMAL,5.3
SUGARCANE,WET,Western Plateau & Hills Region,10-20,SUNNY,6.8
SUGARCANE,WET,Western Plateau & Hills Region,10-20,WINDY,6.3
SUGARCANE,WET,Western Plateau & Hills Region,10-20,RAINY,0.3
SUGARCANE,WET,Western Plateau & Hills Region,20-30,NORMAL,6.25
SUGARCANE,WET,Western Plateau & Hills Region,20-30,SUNNY,7.75
SUGARCANE,WET,Western Plateau & Hills Region,20-30,WINDY,7.25
SUGARCANE,WET,Western Plateau & Hills Region,20-30,RAINY,0.5
SUGARCANE,WET,Western Plateau & Hills Region,30-40,NORMAL,7.35
SUGARCANE,WET,Western Plateau & Hills Region,30-40,SUNNY,8.85
SUGARCANE,WET,Western Plateau & Hills Region,30-40,WINDY,8.35
SUGARCANE,WET,Western Plateau & Hills Region,30-40,RAINY,0.8
SUGARCANE,WET,Western Plateau & Hills Region,40-50,NORMAL,8.34
SUGARCANE,WET,Western Plateau & Hills Region,40-50,SUNNY,9.84
SUGARCANE,WET,Western Plateau & Hills Region,40-50,WINDY,9.34
SUGARCANE,WET,Western Plateau & Hills Region,40-50,RAINY,0.34
TOMATO,DRY,Western Plateau & Hills Region,10-20,NORMAL,5.58
TOMATO,DRY,Western Plateau & Hills Region,10-20,SUNNY,7.08
TOMATO,DRY,Western Plateau & Hills Region,10-20,WINDY,6.58
TOMATO,DRY,Western Plateau & Hills Region,10-20,RAINY,0.3
TOMATO,DRY,Western Plateau & Hills Region,20-30,NORMAL,6.58
TOMATO,DRY,Western Plateau & Hills Region,20-30,SUNNY,8.08
TOMATO,DRY,Western Plateau & Hills Region,20-30,WINDY,7.58
TOMATO,DRY,Western Plateau & Hills Region,20-30,RAINY,0.5
TOMATO,DRY,Western Plateau & Hills Region,30-40,NORMAL,7.58
TOMATO,DRY,Western Plateau & Hills Region,30-40,SUNNY,9.08
TOMATO,DRY,Western Plateau & Hills Region,30-40,WINDY,8.58
TOMATO,DRY,Western Plateau & Hills Region,30-40,RAINY,0.8
TOMATO,DRY,Western Plateau & Hills Region,40-50,NORMAL,8.58
TOMATO,DRY,Western Plateau & Hills Region,40-50,SUNNY,10.08
TOMATO,DRY,Western Plateau & Hills Region,40-50,WINDY,9.58
TOMATO,DRY,Western Plateau & Hills Region,40-50,RAINY,0.58
TOMATO,HUMID,Western Plateau & Hills Region,10-20,NORMAL,4.14
TOMATO,HUMID,Western Plateau & Hills Region,10-20,SUNNY,5.64
TOMATO,HUMID,Western Plateau & Hills Region,10-20,WINDY,5.14
TOMATO,HUMID,Western Plateau & Hills Region,10-20,RAINY,0.2
TOMATO,HUMID,Western Plateau & Hills Region,20-30,NORMAL,5.14
TOMATO,HUMID,Western Plateau & Hills Region,20-30,SUNNY,6.64
TOMATO,HUMID,Western Plateau & Hills Region,20-30,WINDY,6.14
TOMATO,HUMID,Western Plateau & Hills Region,20-30,RAINY,0.3
TOMATO,HUMID,Western Plateau & Hills Region,30-40,NORMAL,6.14
TOMATO,HUMID,Western Plateau & Hills Region,30-40,SUNNY,7.64
TOMATO,HUMID,Western Plateau & Hills Region,30-40,WINDY,7.14
TOMATO,HUMID,Western Plateau & Hills Region,30-40,RAINY,0.5
TOMATO,HUMID,Western Plateau & Hills Region,40-50,NORMAL,7.14
TOMATO,HUMID,Western Plateau & Hills Region,40-50,SUNNY,8.64
TOMATO,HUMID,Western Plateau & Hills Region,40-50,WINDY,8.14
TOMATO,HUMID,Western Plateau & Hills Region,40-50,RAINY,0.8
TOMATO,WET,Western Plateau & Hills Region,10-20,NORMAL,3.06
TOMATO,WET,Western Plateau & Hills Region,10-20,SUNNY,4.56
TOMATO,WET,Western Plateau & Hills Region,10-20,WINDY,4.06
TOMATO,WET,Western Plateau & Hills Region,10-20,RAINY,0.1
TOMATO,WET,Western Plateau & Hills Region,20-30,NORMAL,4.06
TOMATO,WET,Western Plateau & Hills Region,20-30,SUNNY,5.56
TOMATO,WET,Western Plateau & Hills Region,20-30,WINDY,5.06
TOMATO,WET,Western Plateau & Hills Region,20-30,RAINY,0.2
TOMATO,WET,Western Plateau & Hills Region,30-40,NORMAL,5.06
TOMATO,WET,Western Plateau & Hills Region,30-40,SUNNY,6.56
TOMATO,WET,Western Plateau & Hills Region,30-40,WINDY,606.0
TOMATO,WET,Western Plateau & Hills Region,30-40,RAINY,0.3
TOMATO,WET,Western Plateau & Hills Region,40-50,NORMAL,6.06
TOMATO,WET,Western Plateau & Hills Region,40-50,SUNNY,7.56
TOMATO,WET,Western Plateau & Hills Region,40-50,WINDY,7.06
TOMATO,WET,Western Plateau & Hills Region,40-50,RAINY,0.5
ONION,DRY,Western Plateau & Hills Region,10-20,NORMAL,4.125
ONION,DRY,Western Plateau & Hills Region,10-20,SUNNY,5.625
ONION,DRY,Western Plateau & Hills Region,10-20,WINDY,5.125
ONION,DRY,Western Plateau & Hills Region,10-20,RAINY,0.2
ONION,DRY,Western Plateau & Hills Region,20-30,NORMAL,5.125
ONION,DRY,Western Plateau & Hills Region,20-30,SUNNY,6.625
ONION,DRY,Western Plateau & Hills Region,20-30,WINDY,6.125
ONION,DRY,Western Plateau & Hills Region,20-30,RAINY,0.3
ONION,DRY,Western Plateau & Hills Region,30-40,NORMAL,6.125
ONION,DRY,Western Plateau & Hills Region,30-40,SUNNY,7.625
ONION,DRY,Western Plateau & Hills Region,30-40,WINDY,7.125
ONION,DRY,Western Plateau & Hills Region,30-40,RAINY,0.5
ONION,DRY,Western Plateau & Hills Region,40-50,NORMAL,7.125
ONION,DRY,Western Plateau & Hills Region,40-50,SUNNY,8.625
ONION,DRY,Western Plateau & Hills Region,40-50,WINDY,8.125
ONION,DRY,Western Plateau & Hills Region,40-50,RAINY,0.8
ONION,HUMID,Western Plateau & Hills Region,10-20,SUNNY,2.875
ONION,HUMID,Western Plateau & Hills Region,10-20,WINDY,4.375
ONION,HUMID,Western Plateau & Hills Region,10-20,RAINY,3.875
ONION,HUMID,Western Plateau & Hills Region,10-20,NORMAL,0.1
ONION,HUMID,Western Plateau & Hills Region,20-30,SUNNY,3.875
ONION,HUMID,Western Plateau & Hills Region,20-30,WINDY,5.375
ONION,HUMID,Western Plateau & Hills Region,20-30,RAINY,4.875
ONION,HUMID,Western Plateau & Hills Region,20-30,NORMAL,0.1
ONION,HUMID,Western Plateau & Hills Region,30-40,SUNNY,4.875
ONION,HUMID,Western Plateau & Hills Region,30-40,NORMAL,6.375
ONION,HUMID,Western Plateau & Hills Region,30-40,SUNNY,5.875
ONION,HUMID,Western Plateau & Hills Region,30-40,WINDY,0.2
ONION,HUMID,Western Plateau & Hills Region,40-50,RAINY,5.875
ONION,HUMID,Western Plateau & Hills Region,40-50,NORMAL,7.375
ONION,HUMID,Western Plateau & Hills Region,40-50,SUNNY,6.875
ONION,HUMID,Western Plateau & Hills Region,40-50,WINDY,0.3
ONION,WET,Western Plateau & Hills Region,10-20,RAINY,2.125
ONION,WET,Western Plateau & Hills Region,10-20,NORMAL,3.625
ONION,WET,Western Plateau & Hills Region,10-20,SUNNY,3.125
ONION,WET,Western Plateau & Hills Region,10-20,WINDY,0.1
ONION,WET,Western Plateau & Hills Region,20-30,RAINY,3.125
ONION,WET,Western Plateau & Hills Region,20-30,NORMAL,4.625
ONION,WET,Western Plateau & Hills Region,20-30,SUNNY,4.125
ONION,WET,Western Plateau & Hills Region,20-30,WINDY,0.1
ONION,WET,Western Plateau & Hills Region,30-40,RAINY,4.125
ONION,WET,Western Plateau & Hills Region,30-40,NORMAL,5.625
ONION,WET,Western Plateau & Hills Region,30-40,SUNNY,5.125
ONION,WET,Western Plateau & Hills Region,30-40,WINDY,0.2
ONION,WET,Western Plateau & Hills Region,40-50,RAINY,5.125
ONION,WET,Western Plateau & Hills Region,40-50,NORMAL,6.625
ONION,WET,Western Plateau & Hills Region,40-50,SUNNY,6.125
ONION,WET,Western Plateau & Hills Region,40-50,WINDY,0.3
BANANA,DRY,Southern Plateau & Hills Region,10-20,NORMAL,6.95
BANANA,DRY,Southern Plateau & Hills Region,10-20,SUNNY,8.45
BANANA,DRY,Southern Plateau & Hills Region,10-20,WINDY,7.8
BANANA,DRY,Southern Plateau & Hills Region,10-20,RAINY,0.1
BANANA,DRY,Southern Plateau & Hills Region,20-30,NORMAL,7.95
BANANA,DRY,Southern Plateau & Hills Region,20-30,SUNNY,9.45
BANANA,DRY,Southern Plateau & Hills Region,20-30,WINDY,8.8
BANANA,DRY,Southern Plateau & Hills Region,20-30,RAINY,0.5
BANANA,DRY,Southern Plateau & Hills Region,30-40,NORMAL,8.95
BANANA,DRY,Southern Plateau & Hills Region,30-40,SUNNY,10.45
BANANA,DRY,Southern Plateau & Hills Region,30-40,WINDY,9.9
BANANA,DRY,Southern Plateau & Hills Region,30-40,RAINY,0.95
BANANA,DRY,Southern Plateau & Hills Region,40-50,NORMAL,9.9
BANANA,DRY,Southern Plateau & Hills Region,40-50,SUNNY,11.4
BANANA,DRY,Southern Plateau & Hills Region,40-50,WINDY,10.9
BANANA,DRY,Southern Plateau & Hills Region,40-50,RAINY,1.9
BANANA,HUMID,Southern Plateau & Hills Region,10-20,NORMAL,4.89
BANANA,HUMID,Southern Plateau & Hills Region,10-20,SUNNY,6.39
BANANA,HUMID,Southern Plateau & Hills Region,10-20,WINDY,5.8
BANANA,HUMID,Southern Plateau & Hills Region,10-20,RAINY,0.1
BANANA,HUMID,Southern Plateau & Hills Region,20-30,NORMAL,5.6
BANANA,HUMID,Southern Plateau & Hills Region,20-30,SUNNY,7.1
BANANA,HUMID,Southern Plateau & Hills Region,20-30,WINDY,6.6
BANANA,HUMID,Southern Plateau & Hills Region,20-30,RAINY,0.2
BANANA,HUMID,Southern Plateau & Hills Region,30-40,NORMAL,6.5
BANANA,HUMID,Southern Plateau & Hills Region,30-40,SUNNY,8.1
BANANA,HUMID,Southern Plateau & Hills Region,30-40,WINDY,7.5
BANANA,HUMID,Southern Plateau & Hills Region,30-40,RAINY,0.5
BANANA,HUMID,Southern Plateau & Hills Region,40-50,NORMAL,7.5
BANANA,HUMID,Southern Plateau & Hills Region,40-50,SUNNY,9.0
BANANA,HUMID,Southern Plateau & Hills Region,40-50,WINDY,8.5
BANANA,HUMID,Southern Plateau & Hills Region,40-50,RAINY,0.8
BANANA,WET,Southern Plateau & Hills Region,10-20,NORMAL,3.345
BANANA,WET,Southern Plateau & Hills Region,10-20,SUNNY,4.85
BANANA,WET,Southern Plateau & Hills Region,10-20,WINDY,4.4
BANANA,WET,Southern Plateau & Hills Region,10-20,RAINY,0.1
BANANA,WET,Southern Plateau & Hills Region,20-30,NORMAL,4.4
BANANA,WET,Southern Plateau & Hills Region,20-30,SUNNY,5.9
BANANA,WET,Southern Plateau & Hills Region,20-30,WINDY,5.4
BANANA,WET,Southern Plateau & Hills Region,20-30,RAINY,0.1
BANANA,WET,Southern Plateau & Hills Region,30-40,NORMAL,5.54
BANANA,WET,Southern Plateau & Hills Region,30-40,SUNNY,7.04
BANANA,WET,Southern Plateau & Hills Region,30-40,WINDY,6.5
BANANA,WET,Southern Plateau & Hills Region,30-40,RAINY,0.2
BANANA,WET,Southern Plateau & Hills Region,40-50,NORMAL,6.52
BANANA,WET,Southern Plateau & Hills Region,40-50,SUNNY,8.02
BANANA,WET,Southern Plateau & Hills Region,40-50,WINDY,7.5
BANANA,WET,Southern Plateau & Hills Region,40-50,RAINY,0.3
SOYABEAN,DRY,Southern Plateau & Hills Region,10-20,NORMAL,5.53
SOYABEAN,DRY,Southern Plateau & Hills Region,10-20,SUNNY,7.03
SOYABEAN,DRY,Southern Plateau & Hills Region,10-20,WINDY,6.5
SOYABEAN,DRY,Southern Plateau & Hills Region,10-20,RAINY,0.1
SOYABEAN,DRY,Southern Plateau & Hills Region,20-30,NORMAL,6.5
SOYABEAN,DRY,Southern Plateau & Hills Region,20-30,SUNNY,8.0
SOYABEAN,DRY,Southern Plateau & Hills Region,20-30,WINDY,7.5
SOYABEAN,DRY,Southern Plateau & Hills Region,20-30,RAINY,0.5
SOYABEAN,DRY,Southern Plateau & Hills Region,30-40,NORMAL,7.6
SOYABEAN,DRY,Southern Plateau & Hills Region,30-40,SUNNY,9.0
SOYABEAN,DRY,Southern Plateau & Hills Region,30-40,WINDY,8.6
SOYABEAN,DRY,Southern Plateau & Hills Region,30-40,RAINY,0.8
SOYABEAN,DRY,Southern Plateau & Hills Region,40-50,NORMAL,8.55
SOYABEAN,DRY,Southern Plateau & Hills Region,40-50,SUNNY,10.05
SOYABEAN,DRY,Southern Plateau & Hills Region,40-50,WINDY,9.5
SOYABEAN,DRY,Southern Plateau & Hills Region,40-50,RAINY,0.55
SOYABEAN,HUMID,Southern Plateau & Hills Region,10-20,NORMAL,3.9
SOYABEAN,HUMID,Southern Plateau & Hills Region,10-20,SUNNY,5.4
SOYABEAN,HUMID,Southern Plateau & Hills Region,10-20,WINDY,4.9
SOYABEAN,HUMID,Southern Plateau & Hills Region,10-20,RAINY,0.1
SOYABEAN,HUMID,Southern Plateau & Hills Region,20-30,NORMAL,4.9
SOYABEAN,HUMID,Southern Plateau & Hills Region,20-30,SUNNY,6.4
SOYABEAN,HUMID,Southern Plateau & Hills Region,20-30,WINDY,5.9
SOYABEAN,HUMID,Southern Plateau & Hills Region,20-30,RAINY,0.1
SOYABEAN,HUMID,Southern Plateau & Hills Region,30-40,NORMAL,5.8
SOYABEAN,HUMID,Southern Plateau & Hills Region,30-40,SUNNY,7.3
SOYABEAN,HUMID,Southern Plateau & Hills Region,30-40,WINDY,6.8
SOYABEAN,HUMID,Southern Plateau & Hills Region,30-40,RAINY,0.3
SOYABEAN,HUMID,Southern Plateau & Hills Region,40-50,NORMAL,6.7
SOYABEAN,HUMID,Southern Plateau & Hills Region,40-50,SUNNY,8.2
SOYABEAN,HUMID,Southern Plateau & Hills Region,40-50,WINDY,7.7
SOYABEAN,HUMID,Southern Plateau & Hills Region,40-50,RAINY,0.4
SOYABEAN,WET,Southern Plateau & Hills Region,10-20,NORMAL,2.6
SOYABEAN,WET,Southern Plateau & Hills Region,10-20,SUNNY,4.1
SOYABEAN,WET,Southern Plateau & Hills Region,10-20,WINDY,3.6
SOYABEAN,WET,Southern Plateau & Hills Region,10-20,RAINY,0.1
SOYABEAN,WET,Southern Plateau & Hills Region,20-30,NORMAL,3.6
SOYABEAN,WET,Southern Plateau & Hills Region,20-30,SUNNY,5.1
SOYABEAN,WET,Southern Plateau & Hills Region,20-30,WINDY,4.6
SOYABEAN,WET,Southern Plateau & Hills Region,20-30,RAINY,0.1
SOYABEAN,WET,Southern Plateau & Hills Region,30-40,NORMAL,4.7
SOYABEAN,WET,Southern Plateau & Hills Region,30-40,SUNNY,6.2
SOYABEAN,WET,Southern Plateau & Hills Region,30-40,WINDY,5.7
SOYABEAN,WET,Southern Plateau & Hills Region,30-40,RAINY,0.1
SOYABEAN,WET,Southern Plateau & Hills Region,40-50,NORMAL,5.6
SOYABEAN,WET,Southern Plateau & Hills Region,40-50,SUNNY,7.1
SOYABEAN,WET,Southern Plateau & Hills Region,40-50,WINDY,6.6
SOYABEAN,WET,Southern Plateau & Hills Region,40-50,RAINY,0.3
CABBAGE,DRY,Southern Plateau & Hills Region,10-20,NORMAL,4.4
CABBAGE,DRY,Southern Plateau & Hills Region,10-20,SUNNY,5.9
CABBAGE,DRY,Southern Plateau & Hills Region,10-20,WINDY,5.5
CABBAGE,DRY,Southern Plateau & Hills Region,10-20,RAINY,0.2
CABBAGE,DRY,Southern Plateau & Hills Region,20-30,NORMAL,5.3
CABBAGE,DRY,Southern Plateau & Hills Region,20-30,SUNNY,6.8
CABBAGE,DRY,Southern Plateau & Hills Region,20-30,WINDY,6.3
CABBAGE,DRY,Southern Plateau & Hills Region,20-30,RAINY,0.3
CABBAGE,DRY,Southern Plateau & Hills Region,30-40,NORMAL,6.2
CABBAGE,DRY,Southern Plateau & Hills Region,30-40,SUNNY,7.7
CABBAGE,DRY,Southern Plateau & Hills Region,30-40,WINDY,7.2
CABBAGE,DRY,Southern Plateau & Hills Region,30-40,RAINY,0.5
CABBAGE,DRY,Southern Plateau & Hills Region,40-50,NORMAL,7.5
CABBAGE,DRY,Southern Plateau & Hills Region,40-50,SUNNY,9.0
CABBAGE,DRY,Southern Plateau & Hills Region,40-50,WINDY,8.5
CABBAGE,DRY,Southern Plateau & Hills Region,40-50,RAINY,0.8
CABBAGE,HUMID,Southern Plateau & Hills Region,10-20,NORMAL,3.1
CABBAGE,HUMID,Southern Plateau & Hills Region,10-20,SUNNY,4.6
CABBAGE,HUMID,Southern Plateau & Hills Region,10-20,WINDY,4.1
CABBAGE,HUMID,Southern Plateau & Hills Region,10-20,RAINY,0.1
CABBAGE,HUMID,Southern Plateau & Hills Region,20-30,NORMAL,4.2
CABBAGE,HUMID,Southern Plateau & Hills Region,20-30,SUNNY,5.7
CABBAGE,HUMID,Southern Plateau & Hills Region,20-30,WINDY,5.2
CABBAGE,HUMID,Southern Plateau & Hills Region,20-30,RAINY,0.2
CABBAGE,HUMID,Southern Plateau & Hills Region,30-40,NORMAL,5.1
CABBAGE,HUMID,Southern Plateau & Hills Region,30-40,SUNNY,6.6
CABBAGE,HUMID,Southern Plateau & Hills Region,30-40,WINDY,6.1
CABBAGE,HUMID,Southern Plateau & Hills Region,30-40,RAINY,0.3
CABBAGE,HUMID,Southern Plateau & Hills Region,40-50,NORMAL,6.0
CABBAGE,HUMID,Southern Plateau & Hills Region,40-50,SUNNY,7.5
CABBAGE,HUMID,Southern Plateau & Hills Region,40-50,WINDY,7.0
CABBAGE,HUMID,Southern Plateau & Hills Region,40-50,RAINY,0.5
CABBAGE,WET,Southern Plateau & Hills Region,10-20,NORMAL,2.16
CABBAGE,WET,Southern Plateau & Hills Region,10-20,SUNNY,3.66
CABBAGE,WET,Southern Plateau & Hills Region,10-20,WINDY,3.16
CABBAGE,WET,Southern Plateau & Hills Region,10-20,RAINY,0.1
CABBAGE,WET,Southern Plateau & Hills Region,20-30,NORMAL,3.16
CABBAGE,WET,Southern Plateau & Hills Region,20-30,SUNNY,4.66
CABBAGE,WET,Southern Plateau & Hills Region,20-30,WINDY,4.16
CABBAGE,WET,Southern Plateau & Hills Region,20-30,RAINY,0.1
CABBAGE,WET,Southern Plateau & Hills Region,30-40,NORMAL,4.16
CABBAGE,WET,Southern Plateau & Hills Region,30-40,SUNNY,5.66
CABBAGE,WET,Southern Plateau & Hills Region,30-40,WINDY,5.16
CABBAGE,WET,Southern Plateau & Hills Region,30-40,RAINY,0.2
CABBAGE,WET,Southern Plateau & Hills Region,40-50,NORMAL,5.16
CABBAGE,WET,Southern Plateau & Hills Region,40-50,SUNNY,6.66
CABBAGE,WET,Southern Plateau & Hills Region,40-50,WINDY,6.16
CABBAGE,WET,Southern Plateau & Hills Region,40-50,RAINY,0.3
POTATO,DRY,Southern Plateau & Hills Region,10-20,NORMAL,6.75
POTATO,DRY,Southern Plateau & Hills Region,10-20,SUNNY,8.25
POTATO,DRY,Southern Plateau & Hills Region,10-20,WINDY,7.75
POTATO,DRY,Southern Plateau & Hills Region,10-20,RAINY,0.25
POTATO,DRY,Southern Plateau & Hills Region,20-30,NORMAL,7.75
POTATO,DRY,Southern Plateau & Hills Region,20-30,SUNNY,9.25
POTATO,DRY,Southern Plateau & Hills Region,20-30,WINDY,8.75
POTATO,DRY,Southern Plateau & Hills Region,20-30,RAINY,0.8
POTATO,DRY,Southern Plateau & Hills Region,30-40,NORMAL,8.8
POTATO,DRY,Southern Plateau & Hills Region,30-40,SUNNY,10.3
POTATO,DRY,Southern Plateau & Hills Region,30-40,WINDY,9.8
POTATO,DRY,Southern Plateau & Hills Region,30-40,RAINY,0.8
POTATO,DRY,Southern Plateau & Hills Region,40-50,NORMAL,9.75
POTATO,DRY,Southern Plateau & Hills Region,40-50,SUNNY,11.25
POTATO,DRY,Southern Plateau & Hills Region,40-50,WINDY,10.75
POTATO,DRY,Southern Plateau & Hills Region,40-50,RAINY,1.75
POTATO,HUMID,Southern Plateau & Hills Region,10-20,NORMAL,4.6
POTATO,HUMID,Southern Plateau & Hills Region,10-20,SUNNY,6.1
POTATO,HUMID,Southern Plateau & Hills Region,10-20,WINDY,5.6
POTATO,HUMID,Southern Plateau & Hills Region,10-20,RAINY,0.2
POTATO,HUMID,Southern Plateau & Hills Region,20-30,NORMAL,5.5
POTATO,HUMID,Southern Plateau & Hills Region,20-30,SUNNY,7.0
POTATO,HUMID,Southern Plateau & Hills Region,20-30,WINDY,6.5
POTATO,HUMID,Southern Plateau & Hills Region,20-30,RAINY,0.3
POTATO,HUMID,Southern Plateau & Hills Region,30-40,NORMAL,6.5
POTATO,HUMID,Southern Plateau & Hills Region,30-40,SUNNY,8.0
POTATO,HUMID,Southern Plateau & Hills Region,30-40,WINDY,7.5
POTATO,HUMID,Southern Plateau & Hills Region,30-40,RAINY,0.5
POTATO,HUMID,Southern Plateau & Hills Region,40-50,NORMAL,7.5
POTATO,HUMID,Southern Plateau & Hills Region,40-50,SUNNY,9.0
POTATO,HUMID,Southern Plateau & Hills Region,40-50,WINDY,8.5
POTATO,HUMID,Southern Plateau & Hills Region,40-50,RAINY,0.8
POTATO,WET,Southern Plateau & Hills Region,10-20,NORMAL,3.345
POTATO,WET,Southern Plateau & Hills Region,10-20,SUNNY,4.845
POTATO,WET,Southern Plateau & Hills Region,10-20,WINDY,4.345
POTATO,WET,Southern Plateau & Hills Region,10-20,RAINY,0.1
POTATO,WET,Southern Plateau & Hills Region,20-30,NORMAL,4.4
POTATO,WET,Southern Plateau & Hills Region,20-30,SUNNY,5.9
POTATO,WET,Southern Plateau & Hills Region,20-30,WINDY,5.4
POTATO,WET,Southern Plateau & Hills Region,20-30,RAINY,0.2
POTATO,WET,Southern Plateau & Hills Region,30-40,NORMAL,5.54
POTATO,WET,Southern Plateau & Hills Region,30-40,SUNNY,7.04
POTATO,WET,Southern Plateau & Hills Region,30-40,WINDY,6.54
POTATO,WET,Southern Plateau & Hills Region,30-40,RAINY,0.3
POTATO,WET,Southern Plateau & Hills Region,40-50,NORMAL,6.52
POTATO,WET,Southern Plateau & Hills Region,40-50,SUNNY,8.02
POTATO,WET,Southern Plateau & Hills Region,40-50,WINDY,7.52
POTATO,WET,Southern Plateau & Hills Region,40-50,RAINY,0.5
RICE,DRY,Southern Plateau & Hills Region,10-20,NORMAL,13.5
RICE,DRY,Southern Plateau & Hills Region,10-20,SUNNY,15.0
RICE,DRY,Southern Plateau & Hills Region,10-20,WINDY,14.5
RICE,DRY,Southern Plateau & Hills Region,10-20,RAINY,5.5
RICE,DRY,Southern Plateau & Hills Region,20-30,NORMAL,14.5
RICE,DRY,Southern Plateau & Hills Region,20-30,SUNNY,16.0
RICE,DRY,Southern Plateau & Hills Region,20-30,WINDY,15.5
RICE,DRY,Southern Plateau & Hills Region,20-30,RAINY,6.5
RICE,DRY,Southern Plateau & Hills Region,30-40,NORMAL,15.5
RICE,DRY,Southern Plateau & Hills Region,30-40,SUNNY,17.0
RICE,DRY,Southern Plateau & Hills Region,30-40,WINDY,16.5
RICE,DRY,Southern Plateau & Hills Region,30-40,RAINY,7.5
RICE,DRY,Southern Plateau & Hills Region,40-50,NORMAL,16.5
RICE,DRY,Southern Plateau & Hills Region,40-50,SUNNY,18.0
RICE,DRY,Southern Plateau & Hills Region,40-50,WINDY,17.5
RICE,DRY,Southern Plateau & Hills Region,40-50,RAINY,8.5
RICE,HUMID,Southern Plateau & Hills Region,10-20,NORMAL,9.5
RICE,HUMID,Southern Plateau & Hills Region,10-20,SUNNY,11.0
RICE,HUMID,Southern Plateau & Hills Region,10-20,WINDY,10.5
RICE,HUMID,Southern Plateau & Hills Region,10-20,RAINY,1.5
RICE,HUMID,Southern Plateau & Hills Region,20-30,NORMAL,10.5
RICE,HUMID,Southern Plateau & Hills Region,20-30,SUNNY,12.0
RICE,HUMID,Southern Plateau & Hills Region,20-30,WINDY,11.5
RICE,HUMID,Southern Plateau & Hills Region,20-30,RAINY,2.5
RICE,HUMID,Southern Plateau & Hills Region,30-40,NORMAL,11.5
RICE,HUMID,Southern Plateau & Hills Region,30-40,SUNNY,13.0
RICE,HUMID,Southern Plateau & Hills Region,30-40,WINDY,12.5
RICE,HUMID,Southern Plateau & Hills Region,30-40,RAINY,3.5
RICE,HUMID,Southern Plateau & Hills Region,40-50,NORMAL,12.5
RICE,HUMID,Southern Plateau & Hills Region,40-50,SUNNY,14.0
RICE,HUMID,Southern Plateau & Hills Region,40-50,WINDY,13.5
RICE,HUMID,Southern Plateau & Hills Region,40-50,RAINY,4.5
RICE,WET,Southern Plateau & Hills Region,10-20,NORMAL,6.5
RICE,WET,Southern Plateau & Hills Region,10-20,SUNNY,8.0
RICE,WET,Southern Plateau & Hills Region,10-20,WINDY,7.5
RICE,WET,Southern Plateau & Hills Region,10-20,RAINY,0.5
RICE,WET,Southern Plateau & Hills Region,20-30,NORMAL,7.5
RICE,WET,Southern Plateau & Hills Region,20-30,SUNNY,9.0
RICE,WET,Southern Plateau & Hills Region,20-30,WINDY,8.5
RICE,WET,Southern Plateau & Hills Region,20-30,RAINY,0.8
RICE,WET,Southern Plateau & Hills Region,30-40,NORMAL,8.5
RICE,WET,Southern Plateau & Hills Region,30-40,SUNNY,10.0
RICE,WET,Southern Plateau & Hills Region,30-40,WINDY,9.5
RICE,WET,Southern Plateau & Hills Region,30-40,RAINY,0.5
RICE,WET,Southern Plateau & Hills Region,40-50,NORMAL,9.5
RICE,WET,Southern Plateau & Hills Region,40-50,SUNNY,11.0
RICE,WET,Southern Plateau & Hills Region,40-50,WINDY,10.5
RICE,WET,Southern Plateau & Hills Region,40-50,RAINY,1.5
MELON,DRY,Southern Plateau & Hills Region,10-20,NORMAL,4.86
MELON,DRY,Southern Plateau & Hills Region,10-20,SUNNY,6.36
MELON,DRY,Southern Plateau & Hills Region,10-20,WINDY,5.86
MELON,DRY,Southern Plateau & Hills Region,10-20,RAINY,0.2
MELON,DRY,Southern Plateau & Hills Region,20-30,NORMAL,5.86
MELON,DRY,Southern Plateau & Hills Region,20-30,SUNNY,7.36
